name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
Fist of the North Star: Ken's Rage,2010-03-25,60.0,0.0,4,5,X360,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,,Xbox Consoles
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,Wii,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,,Wii Series
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,X360,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.88,,Xbox Consoles
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,PS3,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54,,PlayStation Consoles
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,DS,Misc,Ubisoft,0.22,0.03,0.0,0.02,0.26,,Handhelds
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,PSP,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.16,,Handhelds
Michael Jackson The Experience,2010-11-23,60.0,4.22,9,0,PSV,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,,Handhelds
Ar nosurge: Ode to an Unborn Star,2014-09-23,72.0,0.0,5,0,PS3,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16,,PlayStation Consoles
Ar nosurge: Ode to an Unborn Star,2014-09-23,72.0,0.0,5,0,PSV,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,Handhelds
Birds of Steel,2011-12-09,75.0,0.0,4,0,PS3,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25,,PlayStation Consoles
Birds of Steel,2011-12-09,75.0,0.0,4,0,X360,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.01,0.16,,Xbox Consoles
Okamiden,2011-03-15,82.0,4.0,11,0,DS,Adventure,Capcom,0.25,0.07,0.13,0.03,0.48,,Handhelds
Red Steel 2,2010-03-23,80.0,4.08,12,2,Wii,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,,Wii Series
Etrian Odyssey Untold: The Millennium Girl,2013-06-27,80.0,3.67,8,12,3DS,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,,Handhelds
Bleach: Soul Resurreccion,2011-06-23,58.0,3.12,8,0,PS3,Fighting,Nippon Ichi Software,0.27,0.11,0.07,0.05,0.5,,PlayStation Consoles
Cabela's Dangerous Hunts 2011,2010-10-26,60.0,0.0,3,0,Wii,Sports,Activision,0.53,0.02,0.0,0.04,0.58,,Wii Series
Cabela's Dangerous Hunts 2011,2010-10-26,60.0,0.0,3,0,PS3,Sports,Activision,0.26,0.04,0.0,0.03,0.33,,PlayStation Consoles
Cabela's Dangerous Hunts 2011,2010-10-26,60.0,0.0,3,0,X360,Sports,Activision,0.28,0.01,0.0,0.02,0.32,,Xbox Consoles
Cabela's Dangerous Hunts 2011,2010-10-26,60.0,0.0,3,0,DS,Sports,Activision,0.12,0.0,0.0,0.01,0.13,,Handhelds
The Sims 3: Seasons,2012-11-13,73.0,4.29,17,0,PC,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,,PC
PokePark 2: Wonders Beyond,2012-02-27,60.0,4.31,16,0,Wii,Action,Nintendo,0.27,0.2,0.27,0.05,0.79,,Wii Series
Epic Mickey,2010-08-25,73.0,4.2,9,0,Wii,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,,Wii Series
Green Lantern: Rise of the Manhunters,2011-06-07,54.0,2.25,8,14,PS3,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17,,PlayStation Consoles
Green Lantern: Rise of the Manhunters,2011-06-07,54.0,2.25,8,14,X360,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13,,Xbox Consoles
Green Lantern: Rise of the Manhunters,2011-06-07,54.0,2.25,8,14,3DS,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,,Handhelds
Green Lantern: Rise of the Manhunters,2011-06-07,54.0,2.25,8,14,DS,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,,Handhelds
Green Lantern: Rise of the Manhunters,2011-06-07,54.0,2.25,8,14,Wii,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.1,,Wii Series
Fate/Extra,2010-07-22,58.0,3.54,13,0,PSP,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02,0.31,,Handhelds
Atelier Shallie: Alchemists of the Dusk Sea,2014-07-17,77.0,0.0,4,0,PS3,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2,,PlayStation Consoles
Valhalla Knights 3,2013-05-23,48.0,3.43,7,0,PSV,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.19,,Handhelds
Dragon Ball Z: Ultimate Tenkaichi,2011-10-25,56.0,1.93,13,0,PS3,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.08,0.62,,PlayStation Consoles
Dragon Ball Z: Ultimate Tenkaichi,2011-10-25,56.0,1.93,13,0,X360,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,,Xbox Consoles
Call of Duty: Black Ops Declassified,2012-11-13,33.0,3.0,17,0,PSV,Action,Activision,0.8,0.52,0.07,0.3,1.69,,Handhelds
GoldenEye 007: Reloaded,2011-11-01,72.0,3.86,7,0,PS3,Shooter,Activision,0.33,0.35,0.0,0.13,0.8,,PlayStation Consoles
GoldenEye 007: Reloaded,2011-11-01,72.0,3.86,7,0,X360,Shooter,Activision,0.25,0.21,0.0,0.05,0.51,,Xbox Consoles
Wii Party U,2013-10-25,65.0,4.0,13,0,WiiU,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,,Wii Series
Mario Sports Mix,2011-02-07,64.0,4.0,12,2,Wii,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,,Wii Series
Mario Party: Island Tour,2013-11-22,57.0,3.29,6,0,3DS,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85,,Handhelds
Super Street Fighter IV: 3D Edition,2011-03-27,89.0,3.69,13,0,3DS,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22,,Handhelds
Saint Seiya: Brave Soldiers,2013-10-17,55.0,0.0,5,0,PS3,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,,PlayStation Consoles
Marvel vs. Capcom 3: Fate of Two Worlds,2011-02-15,84.0,3.5,14,4,PS3,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,,PlayStation Consoles
Marvel vs. Capcom 3: Fate of Two Worlds,2011-02-15,84.0,3.5,14,4,X360,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08,,Xbox Consoles
Naruto Shippuden: Ultimate Ninja Impact,2011-10-18,59.0,4.0,8,0,PSP,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35,,Handhelds
Maximo: Ghosts To Glory,2011-10-04,84.0,3.5,5,0,PS2,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,,PlayStation Consoles
Pilotwings Resort,2011-03-25,71.0,3.71,17,2,3DS,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96,,Handhelds
Resident Evil: The Mercenaries 3D,2011-06-02,65.0,2.94,18,0,3DS,Action,Capcom,0.16,0.17,0.13,0.03,0.49,,Handhelds
Fist of the North Star: Ken's Rage 2,2012-12-20,48.0,0.0,4,0,PS3,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3,,PlayStation Consoles
Fist of the North Star: Ken's Rage 2,2012-12-20,48.0,0.0,4,0,X360,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,,Xbox Consoles
Fist of the North Star: Ken's Rage 2,2012-12-20,48.0,0.0,4,0,WiiU,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,Wii Series
Mario & Sonic at the London 2012 Olympic Games,2011-11-15,66.0,3.64,11,0,Wii,Sports,Sega,1.14,1.91,0.27,0.46,3.78,,Wii Series
Mario & Sonic at the London 2012 Olympic Games,2011-11-15,66.0,3.64,11,0,3DS,Sports,Sega,0.18,0.64,0.27,0.1,1.19,,Handhelds
Just Dance 2,2010-10-12,74.0,4.09,11,0,Wii,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52,,Wii Series
Dragon Ball Z for Kinect,2012-09-25,49.0,0.0,2,0,X360,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,,Xbox Consoles
Atelier Ayesha: The Alchemist of Dusk,2012-06-28,73.0,0.0,4,0,PS3,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.27,,PlayStation Consoles
Atelier Ayesha: The Alchemist of Dusk,2012-06-28,73.0,0.0,4,0,PSV,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,Handhelds
Atelier Totori: The Adventurer of Arland,2011-09-27,76.0,3.83,6,0,PS3,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,0.43,,PlayStation Consoles
Atelier Totori: The Adventurer of Arland,2011-09-27,76.0,3.83,6,0,PSV,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09,,Handhelds
Bakugan Battle Brawlers: Defenders of the Core,2010-10-26,56.0,0.0,0,0,DS,Action,Activision,0.42,0.02,0.02,0.03,0.49,,Handhelds
Bakugan Battle Brawlers: Defenders of the Core,2010-10-26,56.0,0.0,0,0,Wii,Action,Activision,0.15,0.01,0.0,0.01,0.17,,Wii Series
Bakugan Battle Brawlers: Defenders of the Core,2010-10-26,56.0,0.0,0,0,PS3,Action,Activision,0.14,0.01,0.0,0.02,0.17,,PlayStation Consoles
Bakugan Battle Brawlers: Defenders of the Core,2010-10-26,56.0,0.0,0,0,PSP,Action,Activision,0.09,0.04,0.0,0.03,0.15,,Handhelds
Bakugan Battle Brawlers: Defenders of the Core,2010-10-26,56.0,0.0,0,0,X360,Action,Activision,0.11,0.02,0.0,0.01,0.15,,Xbox Consoles
TRANSFORMERS: Dark of the Moon,2011-06-14,49.0,3.71,7,0,PS3,Action,Activision,0.11,0.19,0.0,0.07,0.37,,PlayStation Consoles
TRANSFORMERS: Dark of the Moon,2011-06-14,49.0,3.71,7,0,X360,Action,Activision,0.13,0.13,0.0,0.03,0.29,,Xbox Consoles
TRANSFORMERS: Dark of the Moon,2011-06-14,49.0,3.71,7,0,3DS,Action,Activision,0.16,0.04,0.0,0.02,0.21,,Handhelds
TRANSFORMERS: Dark of the Moon,2011-06-14,49.0,3.71,7,0,Wii,Action,Activision,0.1,0.07,0.0,0.02,0.18,,Wii Series
TRINITY: Souls of Zill O'll,2010-11-25,55.0,0.0,3,0,PS3,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,,PlayStation Consoles
Don Bradman Cricket 14,2014-04-03,74.0,3.71,7,51,PS4,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,15.49,PlayStation Consoles
Don Bradman Cricket 14,2014-04-03,74.0,3.71,7,51,XOne,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,15.49,Xbox Consoles
Don Bradman Cricket 14,2014-04-03,74.0,3.71,7,51,PS3,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,15.49,PlayStation Consoles
Don Bradman Cricket 14,2014-04-03,74.0,3.71,7,51,X360,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,15.49,Xbox Consoles
NASCAR '14,2014-02-18,66.0,0.0,1,4,X360,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16,,Xbox Consoles
NASCAR '14,2014-02-18,66.0,0.0,1,4,PS3,Racing,Deep Silver,0.09,0.0,0.0,0.01,0.1,,PlayStation Consoles
Solatorobo: Red the Hunter,2011-09-27,76.0,3.86,7,0,DS,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,,Handhelds
White Knight Chronicles II,2011-09-13,60.0,2.0,6,0,PS3,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64,,PlayStation Consoles
Wii Play: Motion,2011-06-13,60.0,3.83,6,0,Wii,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,,Wii Series
Etrian Odyssey III: The Drowned City,2010-09-21,77.0,0.0,5,0,DS,Role-Playing,Atlus,0.13,0.0,0.19,0.01,0.33,,Handhelds
Earth Defense Force 2: Invaders from Planet Space,2014-12-11,72.0,0.0,4,0,PSP,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,,Handhelds
Earth Defense Force 2: Invaders from Planet Space,2014-12-11,72.0,0.0,4,0,PSV,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,,Handhelds
Tony Hawk: Shred,2010-10-26,54.0,3.67,6,0,Wii,Sports,Activision,0.41,0.11,0.0,0.04,0.56,,Wii Series
Tony Hawk: Shred,2010-10-26,54.0,3.67,6,0,PS3,Sports,Activision,0.18,0.07,0.0,0.04,0.28,,PlayStation Consoles
Tony Hawk: Shred,2010-10-26,54.0,3.67,6,0,X360,Sports,Activision,0.17,0.07,0.0,0.02,0.26,,Xbox Consoles
Top Gun,2010-08-17,49.0,0.0,2,1,PS3,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,,PlayStation Consoles
Top Gun,2010-08-17,49.0,0.0,2,1,DS,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,,Handhelds
Mario Golf: World Tour,2014-05-01,78.0,3.67,6,0,3DS,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48,,Handhelds
Cabela's North American Adventures,2010-09-14,51.0,0.0,2,0,Wii,Sports,Activision,0.19,0.0,0.0,0.01,0.2,,Wii Series
Cabela's North American Adventures,2010-09-14,51.0,0.0,2,0,PS3,Sports,Activision,0.11,0.0,0.0,0.01,0.11,,PlayStation Consoles
Cabela's North American Adventures,2010-09-14,51.0,0.0,2,0,X360,Sports,Activision,0.1,0.0,0.0,0.01,0.11,,Xbox Consoles
Cabela's North American Adventures,2010-09-14,51.0,0.0,2,0,PSP,Sports,Activision,0.08,0.0,0.0,0.01,0.09,,Handhelds
Cabela's North American Adventures,2010-09-14,51.0,0.0,2,0,PS2,Sports,Activision,0.04,0.03,0.0,0.01,0.08,,PlayStation Consoles
Disney's Lilo & Stitch,2011-03-08,54.0,3.0,8,0,GBA,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08,,Handhelds
Soulcalibur V,2012-01-31,79.0,0.0,3,0,PS3,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76,,PlayStation Consoles
Soulcalibur V,2012-01-31,79.0,0.0,3,0,X360,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59,,Xbox Consoles
Castlevania: Lords of Shadow - Reverie,2011-03-22,68.0,3.33,6,0,PS3,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04,,PlayStation Consoles
Castlevania: Lords of Shadow - Reverie,2011-03-22,68.0,3.33,6,0,X360,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,,Xbox Consoles
Avalon Code,2010-03-12,71.0,0.0,2,2,DS,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,,Handhelds
Gods Eater Burst,2011-03-15,71.0,0.0,2,0,PSP,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,,Handhelds
LEGO Legends of Chima: Laval's Journey,2013-06-21,64.0,0.0,3,0,3DS,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,,Handhelds
LEGO Legends of Chima: Laval's Journey,2013-06-21,64.0,0.0,3,0,PSV,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.04,0.16,,Handhelds
LEGO Legends of Chima: Laval's Journey,2013-06-21,64.0,0.0,3,0,DS,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,,Handhelds
Tom Clancy's Ghost Recon Predator,2010-10-01,54.0,0.0,3,0,PSP,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1,,Handhelds
Ace Combat: Joint Assault,2013-08-03,71.0,0.0,2,0,PSP,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,,Handhelds
Gladiator Begins,2010-01-14,59.0,4.5,5,0,PSP,Action,PQube,0.05,0.01,0.05,0.01,0.12,,Handhelds
Trauma Team,2010-05-18,82.0,0.0,3,0,Wii,Simulation,Unknown,0.15,0.0,0.02,0.01,0.18,,Wii Series
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013-11-08,55.0,3.33,6,0,WiiU,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8,,Wii Series
PAC-MAN and the Ghostly Adventures 2,2014-10-03,60.0,0.0,5,0,X360,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,,Xbox Consoles
PAC-MAN and the Ghostly Adventures 2,2014-10-03,60.0,0.0,5,0,PS3,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,,PlayStation Consoles
PAC-MAN and the Ghostly Adventures 2,2014-10-03,60.0,0.0,5,0,3DS,Adventure,Namco Bandai Games,0.03,0.05,0.0,0.01,0.08,,Handhelds
PAC-MAN and the Ghostly Adventures 2,2014-10-03,60.0,0.0,5,0,WiiU,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07,,Wii Series
Driver: Renegade,2011-09-06,48.0,0.0,5,0,3DS,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,,Handhelds
FIFA Manager 12,2011-10-20,72.0,0.0,4,26,PC,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,,PC
Time Crisis: Razing Storm,2010-10-19,58.0,0.0,3,0,PS3,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55,,PlayStation Consoles
Lord of Arcana,2010-10-14,53.0,0.0,2,0,PSP,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31,,Handhelds
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010-02-16,74.0,0.0,5,0,PSP,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45,,Handhelds
Hakuoki: Demon of the Fleeting Blossom,2012-02-14,79.0,3.83,6,0,PSP,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,,Handhelds
Samurai Warriors 3,2010-09-27,55.0,0.0,3,0,Wii,Action,Nintendo,0.1,0.02,0.32,0.01,0.45,,Wii Series
Summon Night 5,2013-05-16,74.0,0.0,4,0,PSP,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,Handhelds
DEAD OR ALIVE Paradise,2010-03-30,38.0,0.0,5,0,PSP,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17,,Handhelds
MS Saga: A New Dawn,2010-02-21,65.0,0.0,1,0,PS2,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,,PlayStation Consoles
Asphalt Injection,2011-12-17,49.0,0.0,3,0,PSV,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23,,Handhelds
La Pucelle: Tactics,2012-09-11,79.0,0.0,1,0,PS2,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,,PlayStation Consoles
PAC-MAN Party,2010-11-16,51.0,0.0,2,0,Wii,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61,,Wii Series
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,X360,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,,Xbox Consoles
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,PS3,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,,PlayStation Consoles
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,Wii,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,,Wii Series
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,DS,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,,Handhelds
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,PC,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08,,PC
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,PSP,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,,Handhelds
Major League Baseball 2K11,2011-03-08,72.0,0.0,2,0,PS2,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,PlayStation Consoles
Age of Conan: Rise of the Godslayer,2010-05-11,83.0,0.0,3,0,PC,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,,PC
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,X360,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,,Xbox Consoles
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,Wii,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27,,Wii Series
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,PS2,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,,PlayStation Consoles
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,PS3,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18,,PlayStation Consoles
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,DS,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,Handhelds
Major League Baseball 2K10,2010-03-02,75.0,0.0,0,0,PSP,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07,,Handhelds
James Noir's Hollywood Crimes,2011-08-30,60.0,0.0,1,12,3DS,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,,Handhelds
Wipeout: The Game,2010-06-22,76.0,0.0,2,0,Wii,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09,,Wii Series
Wipeout: The Game,2010-06-22,76.0,0.0,2,0,DS,Misc,Activision,0.58,0.0,0.0,0.04,0.62,,Handhelds
TrackMania: Build to Race,2010-09-23,74.0,0.0,3,0,Wii,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24,,Wii Series
Motionsports Adrenaline,2011-10-25,41.0,0.0,3,0,X360,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,,Xbox Consoles
Motionsports Adrenaline,2011-10-25,41.0,0.0,3,0,PS3,Sports,Ubisoft,0.08,0.06,0.0,0.03,0.16,,PlayStation Consoles
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,X360,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,,Xbox Consoles
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,PS3,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,,PlayStation Consoles
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,Wii,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,,Wii Series
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,PSP,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09,,Handhelds
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,DS,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.08,,Handhelds
Major League Baseball 2K12,2012-03-06,68.0,0.0,3,0,PC,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,PC
RENGOKU: The Tower of Purgatory,2010-03-25,43.0,0.0,1,0,PSP,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,,Handhelds
Naruto Powerful Shippuden,2013-03-05,71.0,0.0,1,0,3DS,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,,Handhelds
Akiba's Trip Plus,2012-06-14,52.0,0.0,1,0,PSP,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,,Handhelds
Saint Seiya: Sanctuary Battle,2011-11-23,62.0,0.0,0,0,PS3,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23,,PlayStation Consoles
The Witcher 3: Wild Hunt,2015-05-18,92.0,4.65,6844,43,PS4,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,24.99,PlayStation Consoles
The Witcher 3: Wild Hunt,2015-05-18,92.0,4.65,6844,43,XOne,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,24.99,Xbox Consoles
The Witcher 3: Wild Hunt,2015-05-18,92.0,4.65,6844,43,PC,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,24.99,PC
Life is Strange,2015-01-29,83.0,4.12,3692,6,PS4,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37,,PlayStation Consoles
Life is Strange,2015-01-29,83.0,4.12,3692,6,XOne,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,,Xbox Consoles
Life is Strange,2015-01-29,83.0,4.12,3692,6,PC,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,,PC
Fallout 4,2015-11-09,84.0,3.81,3335,38,PS4,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,19.99,PlayStation Consoles
Fallout 4,2015-11-09,84.0,3.81,3335,38,XOne,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,19.99,Xbox Consoles
Fallout 4,2015-11-09,84.0,3.81,3335,38,PC,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,19.99,PC
DOOM (2016),2016-05-13,85.0,4.38,3544,10,PS4,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39,,PlayStation Consoles
DOOM (2016),2016-05-13,85.0,4.38,3544,10,XOne,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68,,Xbox Consoles
DOOM (2016),2016-05-13,85.0,4.38,3544,10,PC,Shooter,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18,,PC
Rocket League,2015-07-07,86.0,3.93,2815,21,PS4,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,14.99,PlayStation Consoles
Rocket League,2015-07-07,86.0,3.93,2815,21,XOne,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,14.99,Xbox Consoles
Rocket League,2015-07-07,86.0,3.93,2815,21,PC,Sports,505 Games,0.01,0.01,0.0,0.0,0.02,14.99,PC
Rise of the Tomb Raider,2015-11-10,86.0,4.04,2735,14,XOne,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3,39.99,Xbox Consoles
Rise of the Tomb Raider,2015-11-10,86.0,4.04,2735,14,X360,Adventure,Square Enix,0.17,0.19,0.0,0.03,0.4,39.99,Xbox Consoles
Rise of the Tomb Raider,2015-11-10,86.0,4.04,2735,14,PC,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1,39.99,PC
Batman: Arkham Knight,2015-06-23,81.0,4.24,2619,19,PS4,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,15.99,PlayStation Consoles
Batman: Arkham Knight,2015-06-23,81.0,4.24,2619,19,XOne,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,15.99,Xbox Consoles
Batman: Arkham Knight,2015-06-23,81.0,4.24,2619,19,PC,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13,15.99,PC
Metal Gear Solid V: The Phantom Pain,2015-09-01,91.0,4.16,2493,22,PS4,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,24.99,PlayStation Consoles
Metal Gear Solid V: The Phantom Pain,2015-09-01,91.0,4.16,2493,22,XOne,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71,24.99,Xbox Consoles
Metal Gear Solid V: The Phantom Pain,2015-09-01,91.0,4.16,2493,22,PS3,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7,24.99,PlayStation Consoles
